SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
18-JUL-2021,20,21566,22712,19328,511,6527,5660,13080,0,8,1732,798,905,-453,-184,901,-1,0
18-JUL-2021,21,21693,22972,19396,541,6527,6410,13080,0,6,1803,798,904,-453,-319,901,-1,0
18-JUL-2021,22,21669,23005,19324,571,6527,7030,13080,0,8,1806,798,905,-453,-374,901,-1,0
18-JUL-2021,23,21665,23066,19294,575,6527,7560,13080,0,8,1902,788,951,-426,-466,949,-1,0
18-JUL-2021,24,21453,22617,19084,578,6527,7960,13080,0,8,1905,791,953,-178,-477,950,-1,0
18-JUL-2021,25,21555,22885,19182,589,6527,8210,13080,0,8,1905,933,953,-314,-507,950,-1,0
18-JUL-2021,26,21211,22654,18964,600,6527,8290,13080,0,9,1905,940,954,-403,-530,950,-1,0
18-JUL-2021,27,21137,22558,18811,618,6527,8440,13080,0,8,1906,853,953,-387,-525,951,-1,0
18-JUL-2021,28,20894,22376,18578,635,6527,8280,13080,0,8,1904,847,953,-453,-521,951,-1,0
18-JUL-2021,29,20844,22228,18550,667,6527,7980,13080,0,8,1905,847,954,-453,-423,951,-1,0
18-JUL-2021,30,20999,22472,18663,699,6527,7750,13080,0,8,1905,847,954,-453,-512,951,-1,0
18-JUL-2021,31,21415,22843,19043,681,6527,7200,13080,0,8,1906,845,954,-385,-535,951,-1,0
18-JUL-2021,32,21906,23244,19536,663,6527,6590,13080,0,8,1905,845,955,-295,-535,951,-1,0
18-JUL-2021,33,22897,24218,20463,693,6527,5840,13080,0,8,2001,846,1002,-285,-528,1017,-1,0
18-JUL-2021,34,24014,25299,21493,722,6527,5110,13080,0,11,2004,842,1003,-285,-489,1019,-1,0
18-JUL-2021,35,24955,26271,22362,695,6527,4280,13080,0,14,2004,665,1061,-285,-517,1019,-1,0
18-JUL-2021,36,25641,26943,23010,667,6527,3490,13080,0,14,2004,651,1062,-285,-503,1019,-1,0
18-JUL-2021,37,26454,27709,23835,616,6527,2750,13080,0,13,2004,562,1062,-285,-457,1018,-1,0
18-JUL-2021,38,27104,28293,24529,564,6527,2070,13080,0,10,2004,556,1062,-258,-421,1018,-1,0
18-JUL-2021,39,27719,28751,25167,504,6527,1390,13080,0,9,2004,556,1006,-253,-270,1019,-1,0
18-JUL-2021,40,27878,28833,25368,443,6527,859,13080,0,8,2004,556,1004,-253,-194,1019,-1,0
18-JUL-2021,41,27820,28666,25341,400,6527,395,13080,0,9,2004,558,1004,-253,-84,1019,-1,0
18-JUL-2021,42,27936,28800,25478,356,6527,93,13080,0,6,2004,558,1003,-253,-105,1019,-1,0
18-JUL-2021,43,27858,28630,25442,331,6527,6,13080,0,9,2004,558,1005,-253,-10,1000,-1,0
18-JUL-2021,44,27611,28372,25213,306,6527,2,13080,0,8,2004,558,1004,-253,0,999,-1,0
18-JUL-2021,45,27219,27982,24834,293,6527,1,13080,0,9,2004,558,1004,-253,-1,999,-1,0
18-JUL-2021,46,26120,26977,23818,280,6527,0,13080,0,9,2004,563,1003,-253,-95,999,-1,0
18-JUL-2021,47,24834,25686,22621,266,6527,0,13080,0,7,1813,739,768,-253,-92,858,-1,0
18-JUL-2021,48,23542,24414,21406,251,6527,0,13080,0,5,1806,751,759,-214,-153,853,-1,0
19-JUL-2021,1,22462,23586,20412,241,6527,0,13080,0,74,1710,751,854,-245,-305,805,-1,0
19-JUL-2021,2,21676,22967,19677,230,6527,0,13080,0,90,1706,751,857,-252,-449,803,-1,0
19-JUL-2021,3,21048,22912,19096,224,6527,0,13080,0,720,1706,750,856,-252,-392,851,-1,0
19-JUL-2021,4,20869,22897,18952,217,6527,0,13080,0,939,1706,750,857,-252,-337,853,-1,0
19-JUL-2021,5,20768,22722,18875,216,6527,0,13080,0,938,1706,749,856,-252,-264,853,-1,0
19-JUL-2021,6,20501,22569,18628,215,6527,0,13080,0,1081,1706,749,857,-252,-235,853,-1,0
19-JUL-2021,7,20342,22522,18464,212,6527,0,13080,0,1232,1706,750,856,-252,-196,853,-1,0
19-JUL-2021,8,20213,22372,18296,209,6527,0,13080,0,1230,1706,750,856,-252,-177,853,-1,0
19-JUL-2021,9,20226,22413,18321,218,6527,0,13080,0,1210,1706,750,857,-252,-225,854,-1,0
19-JUL-2021,10,20223,22385,18331,226,6527,0,13080,0,1209,1706,750,857,-252,-201,854,-1,0
19-JUL-2021,11,20495,22264,18602,226,6527,5,13080,0,921,1706,746,852,-252,-96,850,-1,0
19-JUL-2021,12,21190,22749,19249,226,6527,141,13080,0,753,1706,744,852,-252,-54,850,-1,0
19-JUL-2021,13,23162,23966,21068,218,6527,497,13080,0,19,1802,686,838,-252,-33,898,-1,0
19-JUL-2021,14,24818,25754,22605,210,6527,996,13080,0,7,1806,682,837,-252,-177,900,-1,0
19-JUL-2021,15,26671,27692,24291,202,6527,1600,13080,0,7,1997,683,997,-252,-262,996,-1,0
19-JUL-2021,16,27908,29072,25384,194,6527,2300,13080,0,7,2004,683,1004,-252,-404,999,-1,0
19-JUL-2021,17,28720,30006,26036,203,6527,3060,13080,0,7,2004,683,1003,-252,-526,999,-1,0
19-JUL-2021,18,28712,30007,25938,211,6527,3820,13080,0,7,2004,683,1004,-252,-535,999,-1,0
19-JUL-2021,19,28632,29929,25798,222,6527,4610,13080,0,8,2004,683,1003,-252,-536,999,-1,0
19-JUL-2021,20,28297,29593,25440,232,6527,5530,13080,0,8,2004,680,1003,-252,-535,999,-1,0
19-JUL-2021,21,27878,29175,25040,255,6527,6330,13080,0,8,1864,590,859,-252,-536,999,-1,0
19-JUL-2021,22,27582,28878,24747,277,6527,7040,13080,0,7,1854,586,853,-252,-536,999,-1,0
19-JUL-2021,23,27326,28670,24510,299,6527,7600,13080,0,7,1999,677,1054,-301,-535,999,-1,0
19-JUL-2021,24,27492,28853,24683,321,6527,7820,13080,0,7,2005,683,1062,-318,-535,999,-1,0
19-JUL-2021,25,27712,29074,24890,343,6527,7920,13080,0,7,2004,683,1062,-318,-536,999,-1,0
19-JUL-2021,26,27837,29198,25052,365,6527,7960,13080,0,7,2004,683,1062,-318,-535,999,-1,0
19-JUL-2021,27,27398,28762,24648,399,6527,8040,13080,0,10,2004,701,1006,-318,-535,999,-1,0
19-JUL-2021,28,26925,28290,24214,432,6527,7690,13080,0,11,2004,703,1004,-318,-535,999,-1,0
19-JUL-2021,29,26944,28309,24254,472,6527,7670,13080,0,11,2004,702,1004,-318,-535,999,-1,0
19-JUL-2021,30,27002,28367,24327,512,6527,7520,13080,0,11,2004,702,1004,-318,-535,999,-1,0
19-JUL-2021,31,27179,28539,24487,536,6527,7070,13080,0,6,2004,703,1003,-318,-535,999,-1,0
19-JUL-2021,32,27294,28657,24597,559,6527,6600,13080,0,9,2004,703,1003,-318,-535,999,-1,0
19-JUL-2021,33,27977,29344,25248,589,6527,5990,13080,0,13,2004,703,1003,-318,-535,1018,-1,0
19-JUL-2021,34,28956,30318,26168,618,6527,5260,13080,0,8,2004,703,1004,-318,-535,1019,-1,0
19-JUL-2021,35,30133,31494,27277,608,6527,4310,13080,0,7,2004,702,1060,-318,-535,1019,-1,0
19-JUL-2021,36,30708,32069,27834,597,6527,3490,13080,0,7,2004,702,1063,-318,-535,1019,-1,0
19-JUL-2021,37,30999,32359,28171,575,6527,2760,13080,0,7,2004,702,1062,-318,-535,1019,-1,0
19-JUL-2021,38,31396,32756,28630,553,6527,2050,13080,0,7,2004,702,1062,-318,-535,1019,-1,0
19-JUL-2021,39,31317,32677,28587,515,6527,1410,13080,0,7,2004,702,981,-318,-535,1019,-1,0
19-JUL-2021,40,31206,32566,28503,476,6527,840,13080,0,7,2004,702,978,-318,-535,1019,-1,0
19-JUL-2021,41,30990,32350,28310,448,6527,389,13080,0,7,2004,703,993,-318,-535,1019,-1,0
19-JUL-2021,42,30457,31820,27843,419,6527,96,13080,0,10,2004,702,994,-318,-535,1019,-1,0
19-JUL-2021,43,29932,31301,27362,397,6527,6,13080,0,16,2004,702,1003,-318,-535,1000,-1,0
19-JUL-2021,44,29635,31008,27126,375,6527,2,13080,0,20,2004,702,1003,-318,-535,999,-1,0
19-JUL-2021,45,28954,30325,26468,360,6527,1,13080,0,18,2004,701,912,-318,-535,999,-1,0
19-JUL-2021,46,27696,29062,25276,344,6527,0,13080,0,12,2004,701,908,-318,-536,999,-1,0
19-JUL-2021,47,26365,27663,24030,334,6527,0,13080,0,9,1956,702,912,-324,-465,974,-1,0
19-JUL-2021,48,25040,26301,22800,323,6527,0,13080,0,48,1954,702,913,-394,-319,973,-1,0
20-JUL-2021,1,23897,25974,21754,314,6527,0,13080,0,750,1811,702,908,-453,-374,904,-1,0
20-JUL-2021,2,23129,25523,21056,305,6527,0,13080,0,952,1805,702,907,-453,-489,901,-1,0
20-JUL-2021,3,22586,25040,20580,297,6527,0,13080,0,1104,1806,703,907,-453,-397,901,-1,0
20-JUL-2021,4,22251,24793,20312,288,6527,0,13080,0,1121,1805,702,906,-453,-468,901,-1,0
20-JUL-2021,5,21854,24387,19933,276,6527,0,13080,0,1146,1806,702,908,-453,-434,901,-1,0
20-JUL-2021,6,21445,24046,19543,264,6527,0,13080,0,1233,1806,702,906,-453,-415,901,-1,0
20-JUL-2021,7,21328,23894,19424,254,6527,0,13080,0,1229,1805,702,913,-453,-384,902,-1,0
20-JUL-2021,8,21286,23825,19351,244,6527,0,13080,0,1220,1805,702,913,-453,-366,902,-1,0
20-JUL-2021,9,21308,23830,19369,244,6527,0,13080,0,1213,1806,702,902,-453,-356,902,-1,0
20-JUL-2021,10,21223,23745,19319,244,6527,0,13080,0,1209,1806,702,901,-453,-360,902,-1,0
20-JUL-2021,11,21385,23708,19475,241,6527,5,13080,0,941,1733,701,874,-453,-429,820,-1,0
20-JUL-2021,12,21973,24096,20002,238,6527,141,13080,0,795,1730,701,864,-453,-375,817,-1,0
20-JUL-2021,13,23709,25197,21578,234,6527,476,13080,0,308,1960,702,240,-453,-227,702,-1,0
20-JUL-2021,14,25261,26663,22987,229,6527,953,13080,0,176,1968,702,205,-453,-273,698,-1,0
20-JUL-2021,15,27109,28482,24685,220,6527,1580,13080,0,7,1805,696,465,-453,-412,902,-1,0
20-JUL-2021,16,27935,29267,25382,211,6527,2220,13080,0,8,1801,696,480,-437,-386,910,-1,0
20-JUL-2021,17,28691,30156,25975,218,6527,3060,13080,0,9,1997,702,979,-454,-501,996,-1,0
20-JUL-2021,18,28920,30421,26117,224,6527,3920,13080,0,10,2004,702,1003,-454,-536,999,-1,0
20-JUL-2021,19,28903,30403,26055,234,6527,4770,13080,0,9,2004,702,1003,-454,-536,999,-1,0
20-JUL-2021,20,28233,29732,25385,244,6527,5500,13080,0,9,2004,702,1003,-454,-535,999,-1,0
20-JUL-2021,21,27951,29447,25096,268,6527,6130,13080,0,5,2004,703,1004,-454,-536,999,-1,0
20-JUL-2021,22,27819,29317,24971,292,6527,6860,13080,0,7,2004,703,1004,-454,-536,999,-1,0
20-JUL-2021,23,27622,29120,24765,323,6527,7470,13080,0,8,1992,703,1060,-454,-535,999,-1,0
20-JUL-2021,24,27428,28926,24585,353,6527,7780,13080,0,8,1991,703,1062,-454,-535,999,-1,0
20-JUL-2021,25,27675,29173,24849,392,6527,8130,13080,0,8,2003,703,1062,-454,-535,999,-1,0
20-JUL-2021,26,27804,29302,24998,431,6527,8160,13080,0,7,2004,704,1063,-454,-536,999,-1,0
20-JUL-2021,27,27446,28944,24663,482,6527,7950,13080,0,8,1977,747,1005,-454,-535,999,-1,0
20-JUL-2021,28,27352,28852,24580,532,6527,7740,13080,0,9,1976,750,1004,-454,-536,999,-1,0
20-JUL-2021,29,27273,28770,24542,583,6527,7650,13080,0,7,2002,750,1003,-454,-535,999,-1,0
20-JUL-2021,30,27514,29016,24791,634,6527,7300,13080,0,12,2004,750,961,-454,-535,999,-1,0
20-JUL-2021,31,28004,29505,25265,641,6527,6640,13080,0,11,2004,750,1005,-454,-535,999,-1,0
20-JUL-2021,32,28648,30144,25892,647,6527,6030,13080,0,6,2004,750,1003,-454,-535,999,-1,0
20-JUL-2021,33,28855,30357,26058,649,6527,5450,13080,0,12,2004,751,1004,-454,-535,1018,-1,0
20-JUL-2021,34,29565,31067,26702,650,6527,4540,13080,0,12,2004,751,1003,-454,-535,1019,-1,0
20-JUL-2021,35,30505,31997,27551,624,6527,3950,13080,0,3,2004,751,1032,-454,-535,1019,-1,0
20-JUL-2021,36,31058,32548,28089,597,6527,3080,13080,0,1,2004,751,1042,-454,-535,1019,-1,0
20-JUL-2021,37,31395,32884,28478,556,6527,2290,13080,0,0,2004,751,1039,-454,-535,1019,-1,0
20-JUL-2021,38,31364,32853,28468,514,6527,1740,13080,0,0,2004,751,1033,-454,-535,1019,-1,0
20-JUL-2021,39,31256,32745,28417,465,6527,1220,13080,0,0,2004,751,1004,-454,-535,1019,-1,0
20-JUL-2021,40,31088,32581,28281,415,6527,748,13080,0,4,2004,751,1003,-454,-535,1019,-1,0
20-JUL-2021,41,30727,32222,27953,392,6527,362,13080,0,6,2004,751,1003,-454,-535,1019,-1,0
20-JUL-2021,42,30257,31736,27522,369,6527,80,13080,0,11,2004,751,1003,-454,-514,1019,-1,0
20-JUL-2021,43,29970,31331,27292,358,6527,4,13080,0,9,2004,751,1002,-454,-398,1000,-1,0
20-JUL-2021,44,29960,31361,27329,347,6527,1,13080,0,8,2004,751,1003,-454,-439,999,-1,0
20-JUL-2021,45,29453,30781,26846,336,6527,1,13080,0,7,2004,751,935,-454,-367,999,-1,0
20-JUL-2021,46,28138,29489,25633,325,6527,0,13080,0,5,2003,751,934,-454,-392,999,-1,0
20-JUL-2021,47,26611,28044,24178,309,6527,0,13080,0,5,1908,751,953,-454,-474,952,-1,0
20-JUL-2021,48,25275,26728,22922,292,6527,0,13080,0,13,1904,751,954,-454,-486,951,-1,0
21-JUL-2021,1,24032,26081,21789,287,6527,0,13080,0,567,1904,751,953,-454,-527,950,-1,0
21-JUL-2021,2,23180,25271,21103,282,6527,0,13080,0,716,1904,751,953,-454,-421,950,-1,0
21-JUL-2021,3,22587,24826,20634,271,6527,0,13080,0,944,1904,751,953,-454,-341,951,-1,0
21-JUL-2021,4,22327,24626,20385,260,6527,0,13080,0,951,1904,751,952,-454,-393,951,-1,0
21-JUL-2021,5,21983,24449,20058,253,6527,0,13080,0,1198,1905,751,952,-454,-314,951,-1,0
21-JUL-2021,6,21639,24205,19727,246,6527,0,13080,0,1232,1904,750,953,-454,-379,951,-1,0
21-JUL-2021,7,21467,24034,19554,237,6527,0,13080,0,1229,1904,751,954,-454,-383,951,-1,0
21-JUL-2021,8,21323,23913,19391,228,6527,0,13080,0,1219,1904,751,953,-454,-416,951,-1,0
21-JUL-2021,9,21400,23959,19444,234,6527,0,13080,0,1214,1904,751,953,-454,-390,951,-1,0
21-JUL-2021,10,21372,23953,19430,239,6527,0,13080,0,1215,1904,751,949,-454,-411,951,-1,0
21-JUL-2021,11,21513,23661,19575,229,6527,2,13080,0,929,1880,764,434,-454,-264,950,-1,0
21-JUL-2021,12,22079,24106,20097,218,6527,112,13080,0,859,1879,765,408,-454,-213,950,-1,0
21-JUL-2021,13,23950,25229,21796,208,6527,397,13080,0,81,1874,770,603,-454,-243,951,-1,0
21-JUL-2021,14,25384,26735,23097,197,6527,816,13080,0,11,1873,770,612,-454,-385,951,-1,0
21-JUL-2021,15,27179,28529,24711,189,6527,1400,13080,0,13,1925,762,985,-454,-382,997,-1,0
21-JUL-2021,16,28031,29505,25408,181,6527,2080,13080,0,15,1928,761,1002,-454,-504,999,-1,0
21-JUL-2021,17,28863,30365,26098,186,6527,2830,13080,0,12,2001,750,1003,-454,-535,999,-1,0
21-JUL-2021,18,28903,30407,26042,191,6527,3580,13080,0,13,2004,750,1002,-454,-536,999,-1,0
21-JUL-2021,19,28813,30316,25899,196,6527,4350,13080,0,12,2004,751,1004,-454,-536,999,-1,0
21-JUL-2021,20,28388,29890,25449,200,6527,5130,13080,0,12,2004,751,1003,-454,-535,999,-1,0
21-JUL-2021,21,28265,29767,25300,218,6527,5850,13080,0,11,2004,752,1003,-454,-536,999,-1,0
21-JUL-2021,22,28011,29512,25032,236,6527,6500,13080,0,11,2004,752,1003,-454,-535,999,-1,0
21-JUL-2021,23,28151,29651,25173,261,6527,7020,13080,0,10,2004,752,1042,-454,-535,999,-1,0
21-JUL-2021,24,27920,29425,24950,285,6527,7540,13080,0,14,2004,752,1044,-454,-536,999,-1,0
21-JUL-2021,25,27962,29467,25008,311,6527,7970,13080,0,15,2004,752,1043,-454,-535,999,-1,0
21-JUL-2021,26,27847,29350,24957,337,6527,8130,13080,0,12,2004,755,1041,-454,-536,999,-1,0
21-JUL-2021,27,27780,29276,24958,362,6527,8170,13080,0,6,2004,863,1005,-454,-535,999,-1,0
21-JUL-2021,28,27398,28899,24612,386,6527,7970,13080,0,11,2004,869,1002,-454,-535,999,-1,0
21-JUL-2021,29,27407,28908,24654,421,6527,7750,13080,0,11,2004,780,1002,-454,-535,999,-1,0
21-JUL-2021,30,27497,28998,24767,455,6527,7480,13080,0,11,2004,774,1003,-454,-535,999,-1,0
21-JUL-2021,31,27810,29312,25070,472,6527,7070,13080,0,11,2004,751,1003,-454,-536,1000,-1,0
21-JUL-2021,32,28320,29821,25587,489,6527,6290,13080,0,11,2004,750,1003,-454,-535,999,-1,0
21-JUL-2021,33,28689,30191,25925,519,6527,5590,13080,0,12,2004,773,1002,-454,-535,1018,-1,0
21-JUL-2021,34,29332,30837,26480,549,6527,4710,13080,0,16,2004,774,1003,-453,-535,1019,-1,0
21-JUL-2021,35,30292,31792,27407,535,6527,4080,13080,0,11,2004,753,1034,-453,-535,1019,-1,0
21-JUL-2021,36,30620,32120,27708,520,6527,3300,13080,0,11,2004,752,1036,-453,-535,1019,-1,0
21-JUL-2021,37,30843,32341,27985,495,6527,2600,13080,0,10,2004,751,1036,-453,-534,1019,-1,0
21-JUL-2021,38,31049,32547,28234,470,6527,1890,13080,0,9,2004,751,1036,-453,-535,1019,-1,0
21-JUL-2021,39,30997,32493,28227,429,6527,1310,13080,0,7,2004,751,1004,-453,-535,1019,-1,0
21-JUL-2021,40,30908,32403,28124,388,6527,814,13080,0,6,2004,751,1003,-453,-535,1019,-1,0
21-JUL-2021,41,30679,32177,27876,361,6527,374,13080,0,9,2003,752,1003,-453,-535,1019,-1,0
21-JUL-2021,42,30150,31649,27388,334,6527,92,13080,0,11,2003,752,1003,-453,-535,1019,-1,0
21-JUL-2021,43,29898,31388,27170,320,6527,6,13080,0,15,2004,752,1003,-453,-522,1000,-1,0
21-JUL-2021,44,29583,30980,26904,305,6527,3,13080,0,19,2003,752,1003,-453,-424,999,-1,0
21-JUL-2021,45,29024,30509,26363,291,6527,2,13080,0,19,2004,752,1003,-453,-512,999,-1,0
21-JUL-2021,46,28061,29561,25493,276,6527,0,13080,0,10,2004,751,1003,-453,-536,999,-1,0
21-JUL-2021,47,26561,27935,24136,277,6527,0,13080,0,4,1908,706,956,-404,-465,953,-1,0
21-JUL-2021,48,25248,26645,22938,277,6527,0,13080,0,11,1904,702,952,-449,-436,950,-1,0
22-JUL-2021,1,24080,26028,21859,267,6527,0,13080,0,650,1904,702,953,-454,-343,950,-1,0
22-JUL-2021,2,23322,25437,21173,256,6527,0,13080,0,805,1904,703,953,-454,-355,950,-1,0
22-JUL-2021,3,22703,25048,20633,251,6527,0,13080,0,1006,1904,703,952,-454,-384,950,-1,0
22-JUL-2021,4,22288,24540,20266,245,6527,0,13080,0,933,1904,702,952,-454,-364,951,-1,0
22-JUL-2021,5,21792,23982,19821,247,6527,0,13080,0,930,1905,702,953,-454,-305,951,-1,0
22-JUL-2021,6,21396,23724,19434,248,6527,0,13080,0,982,1905,702,953,-454,-391,951,-1,0
22-JUL-2021,7,21177,23427,19217,244,6527,0,13080,0,1008,1905,702,953,-454,-287,950,-1,0
22-JUL-2021,8,21091,23399,19106,240,6527,0,13080,0,1036,1905,702,953,-454,-317,950,-1,0
22-JUL-2021,9,21134,23401,19147,242,6527,0,13080,0,1034,1905,701,952,-454,-278,950,-1,0
22-JUL-2021,10,21071,23364,19095,243,6527,0,13080,0,1058,1905,701,950,-454,-280,950,-1,0
22-JUL-2021,11,21241,23354,19262,243,6527,5,13080,0,982,1703,699,512,-454,-176,758,-1,0
22-JUL-2021,12,21721,23796,19753,242,6527,97,13080,0,992,1695,698,492,-454,-128,751,-1,0
22-JUL-2021,13,23471,24935,21351,246,6527,393,13080,0,312,1266,658,442,-454,-197,761,-1,0
22-JUL-2021,14,24854,26224,22590,249,6527,871,13080,0,215,1222,657,442,-422,-232,762,-1,0
22-JUL-2021,15,26711,28050,24272,248,6527,1440,13080,0,9,1810,699,860,-453,-376,944,-1,0
22-JUL-2021,16,27642,28982,25060,247,6527,2120,13080,0,12,1828,702,878,-447,-380,950,-1,0
22-JUL-2021,17,28422,29890,25693,253,6527,2920,13080,0,10,1998,703,998,-454,-503,998,-1,0
22-JUL-2021,18,28547,30052,25715,258,6527,3740,13080,0,14,2004,703,1002,-454,-536,999,-1,0
22-JUL-2021,19,28567,30070,25678,264,6527,4540,13080,0,12,2004,703,1003,-454,-536,1000,-1,0
22-JUL-2021,20,28248,29752,25342,270,6527,5370,13080,0,14,2004,703,1003,-454,-535,999,-1,0
22-JUL-2021,21,27950,29451,25011,287,6527,6120,13080,0,10,2004,703,1003,-454,-536,1000,-1,0
22-JUL-2021,22,27709,29206,24780,304,6527,6770,13080,0,6,2004,703,1003,-454,-536,999,-1,0
22-JUL-2021,23,27528,29025,24605,322,6527,7320,13080,0,7,2004,703,1003,-454,-535,999,-1,0
22-JUL-2021,24,27398,28896,24500,340,6527,7640,13080,0,7,2004,703,1004,-454,-536,1000,-1,0
22-JUL-2021,25,27390,28886,24509,370,6527,7790,13080,0,6,2004,702,1003,-454,-535,999,-1,0
22-JUL-2021,26,27260,28755,24410,399,6527,7840,13080,0,5,2004,703,1003,-454,-535,999,-1,0
22-JUL-2021,27,27100,28594,24280,416,6527,7860,13080,0,3,2004,702,1004,-454,-536,1000,-1,0
22-JUL-2021,28,27006,28502,24225,432,6527,7660,13080,0,6,2004,702,1003,-454,-535,999,-1,0
22-JUL-2021,29,27078,28577,24338,462,6527,7290,13080,0,9,2004,702,1003,-454,-535,999,-1,0
22-JUL-2021,30,27259,28753,24528,491,6527,6820,13080,0,8,2004,702,1003,-454,-531,999,-1,0
22-JUL-2021,31,26951,28446,24248,497,6527,6490,13080,0,4,2004,703,1003,-454,-536,999,-1,0
22-JUL-2021,32,27107,28608,24376,502,6527,6030,13080,0,11,2004,704,1003,-454,-535,999,-1,0
22-JUL-2021,33,27680,29186,24906,516,6527,5330,13080,0,16,2004,748,1003,-454,-535,1019,-1,0
22-JUL-2021,34,28601,30103,25765,530,6527,4660,13080,0,12,2004,751,1003,-454,-535,1019,-1,0
22-JUL-2021,35,29648,31147,26777,531,6527,3910,13080,0,10,2004,751,1003,-454,-534,1019,-1,0
22-JUL-2021,36,30416,31913,27523,531,6527,3130,13080,0,7,2004,751,1003,-454,-535,1019,-1,0
22-JUL-2021,37,30845,32340,27979,522,6527,2440,13080,0,6,2004,751,1002,-454,-534,1019,-1,0
22-JUL-2021,38,31078,32572,28246,513,6527,1770,13080,0,6,2004,751,1003,-454,-533,1019,-1,0
22-JUL-2021,39,31032,32525,28261,502,6527,1150,13080,0,4,2004,751,1003,-454,-534,1019,-1,0
22-JUL-2021,40,30709,32204,27976,490,6527,653,13080,0,6,2004,751,1003,-454,-534,1019,-1,0
22-JUL-2021,41,30188,31623,27480,495,6527,263,13080,0,9,2004,751,1003,-454,-471,1019,-1,0
22-JUL-2021,42,29803,31194,27116,499,6527,58,13080,0,11,2004,751,1003,-454,-425,1019,-1,0
22-JUL-2021,43,29621,30887,26981,517,6527,3,13080,0,13,2004,751,1003,-454,-298,1000,-1,0
22-JUL-2021,44,29685,30970,27084,535,6527,2,13080,0,6,2004,751,1003,-454,-324,999,-1,0
22-JUL-2021,45,28843,30198,26286,523,6527,1,13080,0,8,2003,751,1003,-454,-392,999,-1,0
22-JUL-2021,46,27720,29154,25269,510,6527,0,13080,0,10,2003,751,1002,-454,-469,999,-1,0
22-JUL-2021,47,26039,27397,23709,495,6527,0,13080,0,12,1721,751,861,-402,-443,859,-1,0
22-JUL-2021,48,24609,25784,22375,479,6527,0,13080,0,12,1706,751,856,-370,-292,854,-1,0
23-JUL-2021,1,23457,24555,21313,466,6527,0,13080,0,8,1706,751,856,-450,-139,854,-1,0
23-JUL-2021,2,22651,23618,20592,453,6527,0,13080,0,12,1706,751,856,-441,-13,853,-1,0
23-JUL-2021,3,22139,23348,20145,440,6527,0,13080,0,353,1705,750,855,-355,0,853,-1,0
23-JUL-2021,4,21748,23211,19794,426,6527,0,13080,0,531,1705,750,856,-431,0,854,-1,0
23-JUL-2021,5,21357,23135,19437,430,6527,0,13080,0,924,1706,749,856,-353,0,853,-1,0
23-JUL-2021,6,20959,22821,19059,433,6527,0,13080,0,940,1706,749,856,-421,0,853,-1,0
23-JUL-2021,7,20770,22774,18872,435,6527,0,13080,0,1133,1706,749,857,-370,0,853,-1,0
23-JUL-2021,8,20663,22554,18744,437,6527,0,13080,0,1092,1706,749,857,-298,0,853,-1,0
23-JUL-2021,9,20655,22594,18736,461,6527,0,13080,0,1073,1706,750,856,-365,0,852,-1,0
23-JUL-2021,10,20678,22808,18766,484,6527,0,13080,0,1213,1706,751,856,-416,0,851,-1,0
23-JUL-2021,11,20844,22929,18933,472,6527,3,13080,0,1139,1706,749,711,-445,0,807,-1,0
23-JUL-2021,12,21410,23119,19452,460,6527,109,13080,0,820,1706,749,706,-388,0,805,-1,0
23-JUL-2021,13,23045,24139,20937,461,6527,395,13080,0,130,1706,749,705,-451,-12,845,-1,0
23-JUL-2021,14,24444,25539,22205,461,6527,776,13080,0,4,1706,749,705,-453,-137,846,-1,0
23-JUL-2021,15,26176,27372,23764,473,6527,1230,13080,0,6,1980,751,991,-453,-236,994,-1,0
23-JUL-2021,16,26810,28072,24258,484,6527,1740,13080,0,9,2000,752,1002,-453,-299,999,-1,0
23-JUL-2021,17,27974,29371,25264,517,6527,2280,13080,0,5,2004,752,1003,-454,-437,1000,-1,0
23-JUL-2021,18,28176,29672,25362,549,6527,3000,13080,0,7,2003,752,1003,-454,-534,999,-1,0
23-JUL-2021,19,28240,29738,25353,579,6527,3710,13080,0,8,2003,752,1003,-454,-535,999,-1,0
23-JUL-2021,20,28076,29575,25144,608,6527,4260,13080,0,8,2004,752,1003,-454,-536,1000,-1,0
23-JUL-2021,21,27515,29016,24567,664,6527,4910,13080,0,11,2003,749,1003,-454,-535,999,-1,0
23-JUL-2021,22,27079,28578,24145,719,6527,5380,13080,0,9,2003,750,1003,-454,-535,999,-1,0
23-JUL-2021,23,27086,28586,24178,770,6527,5680,13080,0,9,2004,748,1003,-454,-536,1000,-1,0
23-JUL-2021,24,26867,28366,23974,820,6527,5940,13080,0,8,2003,748,1003,-454,-536,999,-1,0
23-JUL-2021,25,26848,28352,23948,863,6527,6260,13080,0,13,2004,705,1003,-454,-536,999,-1,0
23-JUL-2021,26,26677,28179,23820,906,6527,6180,13080,0,12,2004,702,874,-454,-535,999,-1,0
23-JUL-2021,27,26193,27690,23378,945,6527,6270,13080,0,6,2004,703,3,-454,-536,999,-1,0
